pid,arrival_time,burst_time,priority,process_size,memory_usage,process_type,cpu_affinity
1699,0,21,2,317,303,0,0
1700,0,17,36,553,74,0,0
1701,0,41,10,628,149,1,0
1702,0,33,20,110,96,0,0
1703,0,24,10,649,151,1,0
1704,0,37,10,293,170,3,0
1705,0,47,10,907,197,0,0
1706,0,12,10,757,173,2,0
1707,0,34,11,503,274,0,0
1708,0,15,0,886,507,3,0
1709,0,23,10,163,246,0,0
1710,0,21,20,726,345,3,0
1711,0,40,11,468,307,2,0
1712,0,32,11,563,270,0,0
1713,0,49,36,725,318,2,0
1714,0,26,10,484,384,2,0
1715,0,37,20,230,506,0,0
1716,0,24,36,103,132,1,0
1717,0,6,20,797,117,2,0
1718,0,12,11,423,443,2,0
1719,0,19,0,929,435,1,0
1720,0,27,10,124,431,1,0
1721,0,32,10,725,97,1,0
1722,0,19,0,737,193,0,0
1723,0,16,10,550,505,2,0
1724,0,16,20,319,382,2,0
1725,0,48,10,189,371,2,0
1726,0,18,10,796,282,1,0
1727,0,39,20,650,441,3,0
1728,0,6,36,151,194,0,0
1729,0,21,10,887,200,2,0
1730,0,37,10,957,230,3,0
1731,0,42,36,500,204,2,0
1732,0,12,10,810,81,0,0
1733,0,31,36,183,322,2,0
1734,0,48,0,866,450,0,0
1735,0,22,0,397,396,1,0
1736,0,6,0,960,337,1,0
1737,0,32,0,214,198,1,0
1738,0,49,10,871,275,3,0
1739,0,12,0,885,444,0,0
1740,0,8,0,339,160,2,0
1741,0,10,0,534,113,3,0
1742,0,15,10,114,121,3,0
1743,0,18,36,643,465,3,0
1744,0,39,36,380,206,1,0
1745,0,23,0,862,244,2,0
1746,0,26,0,347,465,1,0
1747,0,49,11,344,87,1,0
1748,0,17,11,899,319,0,0
1749,0,10,20,458,120,1,0
1750,0,15,10,981,413,3,0
1751,0,17,36,324,465,2,0
1752,0,5,20,889,493,2,0
1753,0,38,20,801,461,1,0
1754,0,8,11,908,322,1,0
1755,0,34,20,468,350,2,0
1756,0,23,20,150,338,0,0
1757,0,11,0,809,488,0,0
1758,0,45,36,965,494,2,0
1759,0,19,0,727,312,3,0
1760,0,5,20,996,192,2,0
1761,0,27,10,277,263,1,0
1762,0,46,0,535,332,1,0
1763,0,21,10,103,302,2,0
1764,0,41,10,709,366,3,0
1765,0,10,10,591,75,1,0
1766,0,31,10,935,111,1,0
1767,0,38,0,421,499,3,0
1768,0,29,36,863,80,2,0
1769,0,37,20,818,509,2,0
1770,0,17,10,513,241,1,0
1771,0,31,20,725,78,2,0
1772,0,32,10,137,348,3,0
1773,0,33,0,934,284,0,0
1774,0,20,20,248,369,0,0
1775,0,22,10,703,79,2,0
1776,0,31,20,443,375,3,0
1777,0,10,10,905,196,0,0
1778,0,12,36,717,251,3,0
1779,0,32,20,705,491,2,0
1780,0,15,0,568,315,1,0
1781,0,18,0,483,73,2,0
1782,0,11,36,601,127,0,0
1783,0,47,0,267,429,3,0
1784,0,37,20,973,364,3,0
1785,0,9,20,149,208,0,0
1786,0,5,0,485,362,2,0
1787,0,16,10,574,293,2,0
1788,0,27,10,204,476,0,0
1789,0,23,20,435,229,3,0
1790,0,47,2,338,300,0,0
1791,0,12,10,589,360,0,0
1792,0,48,0,389,488,1,0
1793,0,15,20,865,476,0,0
1794,0,25,11,933,206,2,0
1795,0,30,0,626,287,3,0
1796,0,38,36,162,98,1,0
1797,0,25,36,275,272,0,0
1798,0,43,36,673,357,2,0
1799,0,19,10,778,327,0,0
1800,0,24,36,478,299,3,0
1801,0,25,20,402,488,2,0
1802,0,22,10,187,232,2,0
1803,0,35,10,314,310,1,0
1804,0,34,10,712,198,3,0
1805,0,40,20,841,296,2,0
1806,0,47,10,723,500,0,0
1807,0,35,36,241,136,2,0
1808,0,42,11,909,326,3,0
1809,0,26,10,358,225,3,0
1810,0,40,10,360,414,0,0
1811,0,26,10,788,293,1,0
1812,0,9,20,293,102,0,0
1813,0,45,0,651,88,2,0
1814,0,44,20,456,294,2,0
1815,0,6,36,879,408,3,0
1816,0,12,10,276,480,2,0
1817,0,43,10,897,314,3,0
1818,0,48,10,727,78,2,0
1819,0,27,20,705,134,0,0
1820,0,12,20,282,193,3,0
1821,0,48,20,469,285,2,0
1822,0,23,20,832,303,0,0
1823,0,36,10,346,282,0,0
1824,0,32,20,815,483,0,0
1825,0,48,0,623,447,3,0
1826,0,19,0,615,120,1,0
1827,0,48,20,548,431,0,0
1828,0,12,20,681,484,3,0
1829,0,20,10,720,94,3,0
1830,0,43,36,407,341,1,0
1831,0,20,21,497,502,2,0
1832,0,30,0,973,308,2,0
1833,0,49,0,224,96,3,0
1834,0,19,11,144,342,0,0
1835,0,23,10,706,262,0,0
1836,0,23,10,230,308,2,0
1837,0,16,0,402,94,2,0
1838,0,17,36,799,184,2,0
1839,0,29,36,505,441,2,0
1840,0,23,10,257,190,0,0
1841,0,21,0,640,309,0,0
1842,0,36,20,330,250,1,0
1843,0,11,0,650,278,2,0
1844,0,23,20,353,426,0,0
1845,0,28,10,634,157,0,0
1846,0,15,10,375,226,2,0
1847,0,28,0,597,251,0,0
1848,0,19,20,563,265,3,0
1849,0,8,10,100,99,2,0
1850,0,19,36,677,488,2,0
1851,0,23,36,195,340,0,0
1852,0,22,10,900,159,2,0
1853,0,23,0,483,88,2,0
1854,0,5,36,135,426,2,0
1855,0,31,0,702,233,0,0
1856,0,16,10,665,464,0,0
1857,0,7,20,505,165,2,0
1858,0,21,20,339,241,2,0
1859,0,15,0,842,313,3,0
1860,0,21,0,929,460,3,0
1861,0,17,10,833,297,0,0
1862,0,36,0,981,311,2,0
1863,0,11,10,970,428,0,0
1864,0,12,20,641,201,2,0
1865,0,25,36,591,264,0,0
1866,0,18,20,348,323,1,0
1867,0,20,0,282,66,2,0
1868,0,26,0,594,358,1,0
1869,0,30,11,170,226,3,0
1870,0,14,36,281,267,3,0
1871,0,8,36,902,271,3,0
1872,0,48,20,928,186,0,0
1873,0,39,11,863,291,2,0
1874,0,26,36,333,423,3,0
1875,0,22,10,709,291,2,0
1876,0,10,10,735,386,1,0
1877,0,24,20,847,95,0,0
1878,0,37,0,450,464,3,0
1879,0,18,36,991,385,3,0
1880,0,23,20,201,271,0,0
1881,0,9,0,765,298,2,0
1882,0,40,20,196,319,2,0
1883,0,40,20,581,244,2,0
1884,0,43,36,583,121,2,0
1885,0,38,10,253,250,3,0
1886,0,10,20,640,292,3,0
1887,0,33,10,816,197,1,0
1888,0,28,0,407,365,0,0
1889,0,32,0,956,433,0,0
1890,0,48,36,793,70,3,0
1891,0,45,10,928,329,2,0
1892,0,25,10,715,272,0,0
1893,0,42,10,662,245,2,0
1894,0,30,36,254,150,2,0
1895,0,41,10,285,484,3,0
1896,0,25,0,724,197,0,0
1897,0,17,20,331,361,2,0
1898,0,9,11,845,140,1,0
1899,0,49,10,365,112,2,0
1900,0,9,20,870,288,2,0
1901,0,26,10,559,67,3,0
1902,0,27,10,248,324,2,0
1903,0,47,20,585,181,0,0
1904,0,29,10,958,86,1,0
1905,0,32,0,715,378,0,0
1906,0,25,36,227,227,1,0
1907,0,35,0,874,126,1,0
1908,0,14,10,338,83,0,0
1909,0,43,10,543,397,2,0
1910,0,12,0,959,430,0,0
1911,0,14,36,267,402,1,0
1912,0,30,10,172,124,2,0
1913,0,20,11,636,448,0,0
1914,0,38,0,964,271,0,0
1915,0,49,0,868,194,2,0
1916,0,34,36,931,405,3,0
1917,0,6,10,603,428,3,0
1918,0,9,10,132,238,0,0
1919,0,28,10,552,174,0,0
1920,0,32,10,897,359,3,0
1921,0,34,10,193,412,0,0
1922,0,17,36,624,282,3,0
1923,0,14,0,597,150,3,0
1924,0,42,0,489,366,3,0
1925,0,14,20,543,400,0,0
1926,0,6,10,423,152,0,0
1927,0,18,36,626,116,1,0
1928,0,26,36,103,355,0,0
1929,0,49,11,335,397,2,0
1930,0,29,20,724,290,1,0
1931,0,49,10,890,401,0,0
1932,0,28,10,736,378,0,0
1933,0,15,36,429,276,2,0
1934,0,8,20,972,382,1,0
1935,0,8,36,831,230,2,0
1936,0,42,0,460,84,3,0
1937,0,20,36,857,216,0,0
1938,0,42,10,914,273,3,0
1939,0,34,10,171,151,0,0
1940,0,36,0,763,272,1,0
1941,0,45,36,917,429,1,0
1942,0,34,10,310,101,3,0
1943,0,5,0,358,110,2,0
1944,0,14,10,371,395,2,0
1945,0,41,0,254,406,3,0
1946,0,40,10,351,490,3,0
1947,0,33,10,247,149,0,0
1948,0,43,20,399,139,1,0
1949,0,32,0,706,356,1,0
1950,0,13,20,859,277,2,0
1951,0,31,0,474,221,0,0
1952,0,44,20,662,338,2,0
1953,0,15,10,624,75,0,0
1954,0,36,20,732,377,2,0
1955,0,38,20,661,492,3,0
1956,0,28,10,869,266,2,0
1957,0,26,20,372,147,1,0
1958,0,49,36,453,124,2,0
1959,0,23,36,721,349,3,0
1960,0,42,10,337,462,1,0
1961,0,25,20,664,493,3,0
1962,0,23,10,191,132,0,0
1963,0,47,10,666,405,2,0
1964,0,18,36,587,179,2,0
1965,0,5,36,649,499,1,0
1966,0,6,10,407,288,0,0
1967,0,38,10,870,287,2,0
1968,0,8,10,915,183,2,0
1969,0,28,11,556,370,2,0
1970,0,15,36,555,386,0,0
1971,0,19,10,646,282,3,0
1972,0,23,10,165,345,0,0
1973,0,43,10,613,414,1,0
1974,0,10,20,649,441,3,0
1975,0,27,20,921,424,3,0
1976,0,44,10,660,424,3,0
1977,0,15,36,200,386,0,0
1978,0,29,10,727,463,0,0
1979,0,26,0,429,494,0,0
1980,0,21,0,594,502,2,0
1981,0,19,11,596,102,1,0
1982,0,19,36,444,241,2,0
1983,0,39,0,953,328,2,0
1984,0,35,36,786,172,2,0
1985,0,43,0,393,271,1,0
1986,0,12,10,138,349,2,0
1987,0,33,10,386,247,3,0
1988,0,40,0,306,222,0,0
1989,0,23,20,708,81,3,0
1990,0,45,0,330,357,2,0
1991,0,6,0,429,497,0,0
1992,0,37,0,288,90,0,0
1993,0,11,20,340,423,2,0
1994,0,27,20,915,440,3,0
1995,0,46,10,622,318,3,0
1996,0,15,20,809,77,3,0
1997,0,24,10,453,343,1,0
1998,0,19,0,190,221,2,0
1999,0,13,36,137,156,2,0
2000,0,18,20,505,88,2,0
2001,0,27,36,623,193,0,0
2002,0,36,36,838,354,2,0
2003,0,41,20,209,128,1,0
2004,0,30,10,387,341,1,0
2005,0,43,0,770,170,3,0
2006,0,24,36,435,266,3,0
2007,0,31,0,460,219,2,0
2008,0,20,10,372,182,1,0
2009,0,17,36,785,86,2,0
2010,0,30,10,391,180,2,0
2011,0,39,36,788,150,1,0
2012,0,8,20,511,133,0,0
2013,0,17,36,719,133,1,0
2014,0,28,20,167,192,0,0
2015,0,39,36,621,136,3,0
2016,0,11,36,514,123,1,0
2017,0,25,20,813,115,3,0
2018,0,23,10,254,277,2,0
2019,0,39,20,764,482,2,0
2020,0,24,10,434,140,3,0
2021,0,43,20,384,297,3,0
2022,0,43,36,576,243,3,0
2023,0,36,0,687,262,3,0
2024,0,45,36,779,374,2,0
2025,0,25,10,233,469,2,0
2026,0,41,11,231,441,0,0
2027,0,22,11,466,167,0,0
2028,0,28,20,799,336,2,0
2029,0,16,11,789,367,1,0
2030,0,5,20,356,243,1,0
2031,0,13,36,963,326,1,0
2032,0,27,10,482,208,0,0
2033,0,22,0,654,302,0,0
2034,0,12,20,393,140,3,0
2035,0,43,10,772,316,0,0
2036,0,31,45,817,192,3,0
2037,0,5,36,604,320,3,0
2038,0,29,10,467,69,3,0
2039,0,34,20,340,244,1,0
2040,0,34,10,344,370,1,0
2041,0,18,0,613,357,1,0
2042,0,49,10,698,451,2,0
2043,0,37,20,490,222,2,0
2044,0,18,10,820,248,0,0
2045,0,19,2,530,329,1,0
2046,0,49,0,962,387,2,0
2047,0,48,10,158,293,1,0
2048,0,11,11,733,170,3,0
2049,0,31,20,656,348,2,0
2050,0,8,36,957,239,0,0
2051,0,5,0,772,85,1,0
2052,0,25,20,662,104,2,0
2053,0,39,10,381,432,1,0
2054,0,21,20,931,300,2,0
2055,0,44,10,662,363,2,0
2056,0,10,10,158,293,0,0
2057,0,34,20,540,378,0,0
2058,0,12,0,437,280,0,0
2059,0,30,36,415,203,0,0
2060,0,46,20,399,425,1,0
2061,0,46,10,215,333,2,0
2062,0,43,10,419,182,1,0
2063,0,36,10,929,351,1,0
2064,0,21,36,281,331,3,0
2065,0,37,0,932,376,3,0
2066,0,33,0,226,189,0,0
2067,0,36,10,456,344,0,0
2068,0,26,36,934,181,1,0
2069,0,42,0,216,341,1,0
2070,0,18,20,240,493,3,0
2071,0,17,20,689,156,0,0
2072,0,13,36,410,86,3,0
2073,0,13,0,313,429,2,0
2074,0,48,0,717,501,2,0
2075,0,24,20,497,177,1,0
2076,0,29,20,572,144,2,0
2077,0,43,0,816,221,1,0
2078,0,47,0,186,506,0,0
2079,0,45,36,646,354,2,0
2080,0,17,36,960,138,1,0
2081,0,16,20,549,242,2,0
2082,0,34,10,845,474,1,0
2083,0,37,10,970,315,0,0
2084,0,33,20,667,231,1,0
2085,0,27,2,691,172,3,0
2086,0,27,11,170,157,2,0
2087,0,15,20,657,405,2,0
2088,0,9,0,949,395,0,0
2089,0,19,20,887,189,1,0
2090,0,10,20,313,158,2,0
2091,0,21,0,103,265,2,0
2092,0,48,10,544,179,2,0
2093,0,32,10,990,139,0,0
2094,0,24,10,151,191,1,0
2095,0,21,10,381,437,1,0
2096,0,46,36,295,143,0,0
2097,0,26,10,658,429,2,0
2098,0,33,20,580,79,0,0
2099,0,14,0,158,493,2,0
2100,0,39,10,655,103,2,0
2101,0,38,20,846,106,2,0
2102,0,18,0,875,448,1,0
2103,0,30,0,824,488,0,0
2104,0,24,36,541,105,0,0
2105,0,43,20,835,504,2,0
2106,0,49,10,747,278,2,0
2107,0,23,10,944,102,2,0
2108,0,47,10,648,510,2,0
2109,0,14,0,878,410,2,0
2110,0,14,10,756,171,3,0
2111,0,31,10,103,453,1,0
2112,0,48,0,946,181,1,0
2113,0,17,2,321,459,2,0
2114,0,15,36,832,107,0,0
2115,0,47,0,152,208,0,0
2116,0,44,0,539,241,1,0
2117,0,37,10,829,119,3,0
2118,0,16,10,551,383,2,0
2119,0,5,36,859,187,0,0
2120,0,36,20,597,243,0,0
2121,0,47,20,760,489,1,0
2122,0,49,0,481,148,3,0
2123,0,26,10,331,265,0,0
2124,0,44,11,723,373,2,0
2125,0,43,20,453,249,3,0
2126,0,47,10,495,118,1,0
2127,0,43,0,535,487,1,0
2128,0,49,0,219,263,3,0
2129,0,33,0,811,316,3,0
2130,0,14,0,547,437,0,0
2131,0,6,10,360,333,2,0
2132,0,14,0,159,379,1,0
2133,0,14,2,646,191,2,0
2134,0,25,20,788,265,2,0
2135,0,22,20,338,177,0,0
2136,0,46,20,757,421,2,0
2137,0,45,10,150,177,0,0
2138,0,34,36,966,380,3,0
2139,0,23,11,395,348,2,0
2140,0,45,36,886,415,2,0
2141,0,17,11,330,199,0,0
2142,0,15,36,208,125,2,0
2143,0,33,36,353,484,3,0
2144,0,38,0,486,264,0,0
2145,0,25,36,350,439,2,0
2146,0,15,36,153,281,3,0
2147,0,6,10,126,200,2,0
2148,0,7,20,891,506,2,0
2149,0,31,20,398,457,0,0
2150,0,33,0,942,126,1,0
2151,0,40,0,317,103,1,0
2152,0,48,10,667,243,2,0
2153,0,44,36,400,198,0,0
2154,0,30,0,451,67,0,0
2155,0,18,11,408,476,2,0
2156,0,46,20,569,390,0,0
2157,0,5,36,925,485,2,0
2158,0,49,10,651,96,3,0
2159,0,40,10,204,450,1,0
2160,0,49,0,858,256,2,0
2161,0,23,0,765,482,2,0
2162,0,33,20,946,381,2,0
2163,0,47,0,984,140,1,0
2164,0,18,0,623,141,0,0
2165,0,32,10,492,76,3,0
2166,0,35,10,195,71,0,0
2167,0,31,20,443,127,0,0
2168,0,46,10,398,287,1,0
2169,0,48,10,310,211,1,0
2170,0,6,10,865,261,0,0
2171,0,14,10,831,91,2,0
2172,0,40,20,351,181,2,0
2173,0,9,0,515,76,2,0
2174,0,19,11,443,104,1,0
2175,0,16,0,595,132,0,0
2176,0,38,20,856,120,2,0
2177,0,7,20,801,349,2,0
2178,0,15,0,911,178,3,0
2179,0,33,10,648,284,2,0
2180,0,37,36,356,369,0,0
2181,0,20,10,759,189,2,0
2182,0,49,11,790,89,2,0
2183,0,21,20,112,391,2,0
2184,0,14,20,230,439,3,0
2185,0,8,10,367,468,1,0
2186,0,14,10,749,238,1,0
2187,0,18,36,896,194,2,0
2188,0,29,0,141,341,3,0
2189,0,6,10,342,221,1,0
2190,0,48,36,875,131,1,0
2191,0,23,20,292,452,1,0
2192,0,13,20,598,132,3,0
2193,0,5,10,677,126,2,0
2194,0,43,0,623,120,3,0
2195,0,45,11,671,384,3,0
2196,0,22,10,584,390,2,0
2197,0,37,11,769,71,1,0
2198,0,45,20,271,227,1,0
2199,0,20,0,526,116,0,0
2200,0,20,36,961,304,2,0
2201,0,12,0,888,500,0,0
2202,0,39,0,429,472,0,0
2203,0,28,0,476,118,2,0
2204,0,47,36,767,416,1,0
2205,0,7,10,570,270,2,0
2206,0,43,10,532,160,1,0
2207,0,28,20,264,503,0,0
2208,0,42,0,171,293,2,0
2209,0,49,10,311,343,1,0
2210,0,25,36,129,265,1,0
2211,0,28,20,981,149,3,0
2212,0,22,10,826,186,0,0
2213,0,41,20,744,227,3,0
2214,0,23,10,751,298,3,0
2215,0,41,0,322,96,1,0
2216,0,32,20,298,492,1,0
2217,0,35,10,588,265,2,0
2218,0,37,10,683,332,0,0
2219,0,25,10,414,203,2,0
2220,0,31,0,828,290,0,0
2221,0,18,20,483,168,1,0
2222,0,23,10,867,330,0,0
2223,0,7,0,813,507,1,0
2224,0,49,20,346,502,2,0
2225,0,5,10,163,379,0,0
2226,0,37,11,420,197,1,0
2227,0,37,10,842,282,0,0
2228,0,13,20,614,349,0,0
2229,0,25,0,167,502,0,0
2230,0,47,10,396,245,2,0
2231,0,47,36,847,444,0,0
2232,0,12,10,634,302,0,0
2233,0,21,45,537,314,1,0
2234,0,19,10,951,460,0,0
2235,0,43,10,976,151,3,0
2236,0,14,10,604,299,2,0
2237,0,48,10,693,143,2,0
2238,0,9,2,404,77,0,0
2239,0,33,10,758,121,2,0
2240,0,48,10,775,354,3,0
2241,0,40,36,743,411,2,0
2242,0,19,10,408,168,0,0
2243,0,46,10,529,477,2,0
2244,0,8,0,202,405,2,0
2245,0,15,36,848,119,0,0
2246,0,43,0,426,297,3,0
2247,0,34,20,123,189,2,0
2248,0,21,11,397,307,3,0
2249,0,5,11,855,230,2,0
2250,0,41,20,187,277,2,0
2251,0,10,20,657,454,2,0
2252,0,40,10,459,129,3,0
2253,0,46,20,111,436,1,0
2254,0,48,10,584,298,2,0
2255,0,34,20,797,214,0,0
2256,0,27,10,980,300,2,0
2257,0,36,20,936,278,3,0
2258,0,40,0,849,460,3,0
2259,0,30,10,316,332,2,0
2260,0,28,0,470,230,2,0
2261,0,29,36,668,438,3,0
2262,0,21,20,459,401,1,0
2263,0,39,0,126,250,2,0
2264,0,41,20,767,219,1,0
2265,0,10,10,915,297,3,0
2266,0,8,2,165,483,2,0
2267,0,10,0,291,91,2,0
2268,0,17,11,560,387,2,0
2269,0,23,0,479,312,1,0
2270,0,37,36,514,428,0,0
2271,0,46,10,880,217,3,0
2272,0,19,10,422,477,2,0
2273,0,39,36,502,318,0,0
2274,0,20,10,560,344,2,0
2275,0,40,10,326,150,2,0
2276,0,19,10,270,375,2,0
2277,0,39,20,815,469,2,0
2278,0,47,36,277,273,2,0
2279,0,34,20,287,468,1,0
2280,0,14,20,397,483,2,0
2281,0,49,20,466,467,3,0
2282,0,25,10,688,101,2,0
2283,0,24,10,741,283,1,0
2284,0,35,10,341,139,0,0
2285,0,44,20,315,450,0,0
2286,0,43,20,152,399,0,0
2287,0,19,10,362,393,3,0
2288,0,45,10,606,436,2,0
2289,0,18,36,228,256,2,0
2290,0,6,20,392,279,1,0
2291,0,42,20,231,317,2,0
2292,0,25,36,524,391,3,0
2293,0,21,10,438,304,0,0
2294,0,5,10,789,434,0,0
2295,0,10,10,462,88,3,0
2296,0,20,36,120,248,0,0
2297,0,31,10,703,348,2,0
2298,0,24,20,821,345,2,0
2299,0,8,10,827,152,1,0
2300,0,40,20,614,486,0,0
2301,0,41,10,135,323,3,0
2302,0,14,0,871,186,2,0
2303,0,8,2,646,162,2,0
2304,0,9,20,982,397,2,0
2305,0,26,36,123,452,0,0
2306,0,8,0,505,116,0,0
2307,0,48,0,942,378,0,0
2308,0,8,20,398,271,3,0
2309,0,41,10,337,324,2,0
2310,0,39,20,184,405,3,0
2311,0,37,0,502,463,2,0
2312,0,39,36,802,446,2,0
2313,0,13,20,817,482,0,0
2314,0,38,0,736,334,1,0
2315,0,40,36,947,169,0,0
2316,0,17,0,322,355,0,0
2317,0,11,0,544,506,0,0
2318,0,49,10,580,165,2,0
2319,0,30,11,715,281,0,0
2320,0,32,10,524,160,3,0
2321,0,27,36,376,264,0,0
2322,0,7,36,200,417,2,0
2323,0,45,10,925,259,0,0
2324,0,49,11,975,281,0,0
2325,0,11,20,491,169,1,0
2326,0,25,36,350,321,3,0
2327,0,15,11,284,171,2,0
2328,0,7,20,755,141,3,0
2329,0,45,10,266,110,3,0
2330,0,8,0,988,445,2,0
2331,0,44,20,950,348,1,0
2332,0,42,36,722,427,3,0
2333,0,9,20,624,449,0,0
2334,0,48,2,123,192,3,0
2335,0,15,11,245,473,2,0
2336,0,48,10,934,341,3,0
2337,0,19,10,533,366,2,0
2338,0,5,10,331,339,3,0
2339,0,11,0,810,64,1,0
2340,0,16,10,587,444,2,0
2341,0,12,0,896,370,0,0
2342,0,45,10,650,290,3,0
2343,0,49,10,417,435,3,0
2344,0,21,10,636,264,2,0
2345,0,42,0,278,113,0,0
2346,0,16,10,779,430,3,0
2347,0,45,36,230,139,2,0
2348,0,24,20,406,395,2,0
2349,0,18,10,185,378,2,0
2350,0,43,0,124,443,2,0
2351,0,10,10,817,416,1,0
2352,0,30,0,934,77,1,0
2353,0,39,36,228,106,0,0
2354,0,40,20,848,152,3,0
2355,0,38,36,922,406,0,0
2356,0,36,36,709,499,0,0
2357,0,25,0,921,382,3,0
2358,0,42,0,381,375,3,0
2359,0,38,36,419,475,2,0
2360,0,24,10,807,224,2,0
2361,0,10,10,406,76,3,0
2362,0,18,36,330,350,1,0
2363,0,7,0,399,510,0,0
2364,0,36,36,134,126,0,0
2365,0,16,10,236,341,1,0
2366,0,39,0,351,250,0,0
2367,0,11,0,857,228,3,0
2368,0,43,10,461,83,1,0
2369,0,12,20,171,140,2,0
2370,0,10,20,231,450,2,0
2371,0,47,11,874,122,2,0
2372,0,17,10,921,384,3,0
2373,0,20,20,814,307,2,0
2374,0,36,10,550,428,2,0
2375,0,40,10,826,280,0,0
2376,0,14,20,873,146,2,0
2377,0,8,36,795,448,0,0
2378,0,6,0,259,507,0,0
2379,0,10,0,707,66,3,0
2380,0,37,20,267,123,2,0
2381,0,11,10,316,433,2,0
2382,0,34,11,436,376,2,0
2383,0,45,0,838,504,0,0
2384,0,44,36,891,168,0,0
2385,0,45,36,725,430,2,0
2386,0,35,11,350,324,3,0
2387,0,20,10,719,354,1,0
2388,0,10,0,433,212,2,0
2389,0,34,10,710,276,0,0
2390,0,18,36,760,371,1,0
2391,0,45,10,323,87,2,0
2392,0,20,20,206,424,2,0
2393,0,5,10,241,166,0,0
2394,0,37,11,664,481,0,0
2395,0,43,10,727,102,0,0
2396,0,10,10,932,187,0,0
2397,0,16,11,278,219,2,0
2398,0,7,0,434,112,3,0
2399,0,25,10,402,430,2,0
2400,0,39,20,586,145,2,0
2401,0,38,0,298,329,0,0
2402,0,7,11,594,457,2,0
2403,0,43,10,652,285,3,0
2404,0,30,36,662,145,2,0
2405,0,24,20,942,174,2,0
2406,0,11,36,214,368,0,0
2407,0,44,10,428,276,2,0
2408,0,39,10,534,397,1,0
2409,0,28,11,262,511,0,0
2410,0,24,10,571,175,0,0
2411,0,44,36,808,105,1,0
2412,0,8,0,339,476,1,0
2413,0,36,11,408,296,2,0
2414,0,26,0,834,440,3,0
2415,0,43,36,379,446,3,0
2416,0,35,20,998,359,0,0
2417,0,38,36,265,156,1,0
2418,0,25,36,301,496,2,0
2419,0,42,10,315,171,1,0
2420,0,43,10,594,244,2,0
2421,0,7,10,172,129,0,0
2422,0,19,20,355,73,3,0
2423,0,43,0,651,394,2,0
2424,0,17,36,247,300,2,0
2425,0,9,11,141,415,1,0
2426,0,11,20,560,151,1,0
2427,0,22,0,126,469,0,0
2428,0,25,11,744,199,2,0
2429,0,26,10,634,175,2,0
2430,0,36,36,867,501,1,0
2431,0,6,36,395,320,0,0
2432,0,47,0,200,461,0,0
2433,0,5,20,553,266,3,0
2434,0,13,10,872,253,2,0
2435,0,48,10,426,447,3,0
2436,0,41,20,514,224,2,0
2437,0,37,10,662,193,0,0
2438,0,5,10,441,388,0,0
2439,0,14,0,499,503,2,0
2440,0,26,0,165,466,0,0
2441,0,48,10,725,473,0,0
2442,0,5,11,967,388,0,0
2443,0,33,0,659,367,0,0
2444,0,15,10,543,454,1,0
2445,0,43,20,871,387,0,0
2446,0,19,36,247,473,1,0
2447,0,33,11,720,341,0,0
2448,0,30,11,128,274,0,0
2449,0,43,0,692,368,2,0
2450,0,49,0,498,232,2,0
2451,0,25,10,443,94,0,0
2452,0,35,20,365,454,2,0
2453,0,28,10,384,74,3,0
2454,0,49,36,671,384,2,0
2455,0,7,36,856,216,2,0
2456,0,7,10,786,292,0,0
2457,0,23,0,249,305,1,0
2458,0,31,10,672,317,2,0
2459,0,27,0,845,447,3,0
2460,0,24,10,273,238,0,0
2461,0,26,11,420,255,0,0
2462,0,21,10,746,230,3,0
2463,0,10,36,374,141,0,0
2464,0,28,0,156,172,2,0
2465,0,15,36,365,153,0,0
2466,0,41,20,472,86,0,0
2467,0,27,0,516,181,2,0
2468,0,42,0,604,212,0,0
2469,0,45,2,724,443,0,0
2470,0,43,10,879,92,2,0
2471,0,33,10,376,176,1,0
2472,0,43,36,625,276,3,0
2473,0,20,2,535,133,1,0
2474,0,43,36,360,106,3,0
2475,0,22,36,765,467,2,0
2476,0,24,20,988,112,0,0
2477,0,30,10,238,508,3,0
2478,0,25,11,228,443,3,0
2479,0,12,10,929,195,2,0
2480,0,19,20,788,492,1,0
2481,0,25,0,678,465,0,0
2482,0,31,20,303,261,1,0
2483,0,29,36,461,333,3,0
2484,0,11,36,529,371,0,0
2485,0,13,0,510,383,0,0
2486,0,41,10,325,157,3,0
2487,0,17,11,674,390,2,0
2488,0,30,10,296,455,1,0
2489,0,21,36,651,499,2,0
2490,0,7,36,447,452,2,0
2491,0,29,10,315,155,0,0
2492,0,29,10,669,379,2,0
2493,0,32,20,165,253,2,0
2494,0,20,10,818,166,0,0
2495,0,37,10,256,385,3,0
2496,0,35,11,569,69,3,0
2497,0,22,20,244,158,3,0
2498,0,49,36,840,309,0,0
2499,0,27,10,919,268,2,0
2500,0,9,0,220,116,1,0
2501,0,14,20,787,245,1,0
2502,0,24,20,956,469,1,0
2503,0,14,20,941,135,0,0
2504,0,11,10,737,149,3,0
2505,0,6,10,705,204,2,0
2506,0,46,0,170,214,3,0
2507,0,30,10,409,315,0,0
2508,0,30,10,816,279,1,0
2509,0,6,11,619,141,2,0
2510,0,8,20,494,353,3,0
2511,0,30,0,687,233,3,0
2512,0,18,36,613,401,0,0
2513,0,44,0,123,494,1,0
2514,0,24,20,924,400,2,0
2515,0,13,10,866,139,1,0
2516,0,37,10,287,280,3,0
2517,0,32,10,586,102,2,0
2518,0,18,0,908,207,2,0
2519,0,44,0,563,295,3,0
